Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-7.6,2.4,6.4,30284,437,1307,46,3.5,0.51,369|595|718|808|896|1436|1464|1906|1917|1956|2064|2246|2260|2852|3265|3280|3791|3985|4294|4296|4739|5028|5155|5478|5606|5871|7010|7016|7037|7157|8503|8536|8543|8795|8826|9770|10188|10826|10928|10961|22924|23328|30844|57161|128344|146850,ARAF|CCND1|C3|CALM3|CCND3|CSF1R|CSPG4|EDN1|EEF1A2|EGFR|ERBB2|FGF1|FGFR1|GPER1|HRAS|HES1|KDR|LIMK2|MAP3K10|MAP3K11|NEDD9|P2RY1|PDGFB|PPIA|MAP2K3|MAP4K2|TEK|TESK1|TFRC|TP53|PIK3R3|CAMK1|LMO4|TNFRSF10B|IQGAP1|RASSF2|TNK2|FAXDC2|RALBP1|ERP29|MAPRE3|SASH1|EHD4|PELI2|CIMAP3|PIK3R6,-5.4,Var1
GO Biological Processes,19,GO:0043254,regulation of protein-containing complex assembly,19_GO:0050789 regulation of biological process,-7.5,2.4,6.4,30284,438,1307,46,3.5,0.51,822|2039|2242|2629|3280|3428|3925|4131|4137|5526|5925|6709|6804|7037|7111|7157|8543|8780|9143|9168|9780|10382|10458|11013|11075|11151|22924|23189|28964|29800|51339|51451|51466|54922|54930|55604|57662|57704|64601|79969|81553|84446|84885|112476|112755|201292,CAPG|DMTN|FES|GBA1|HES1|IFI16|STMN1|MAP1B|MAPT|PPP2R5B|RB1|SPTAN1|STX1A|TFRC|TMOD1|TP53|LMO4|RIOK3|SYNGR3|TMSB10|PIEZO1|TUBB4A|BAIAP2|TMSB15A|STMN2|CORO1A|MAPRE3|KANK1|GIT1|ZDHHC1|DACT1|LCMT1|EVL|RASIP1|HAUS4|CARMIL1|CAMSAP3|GBA2|VPS16|ATAT1|CYRIA|BRSK1|ZDHHC12|PRRT2|STX1B|TRIM65,-5.4,Var1
GO Biological Processes,19,GO:0044092,negative regulation of molecular function,19_GO:0065007 biological regulation,-7.5,2.2,6.2,30284,634,1307,59,4.5,0.57,88|166|655|808|831|1893|1910|2056|2307|2913|2962|3265|3275|3280|3428|3434|3925|4294|4345|4851|5365|5478|5583|5925|6688|7016|7137|7157|7345|7532|8536|8553|8751|8815|9093|9961|10114|11060|11314|23028|23677|25927|25937|26086|26277|27250|27347|51176|51339|54922|55914|57493|64943|80011|84662|93974|149951|150094|286204,ACTN2|TLE5|BMP7|CALM3|CAST|ECM1|EDNRB|EPO|FOXS1|GRM3|GTF2F1|HRAS|PRMT2|HES1|IFI16|IFIT1|STMN1|MAP3K10|CD200|NOTCH1|PLXNB3|PPIA|PRKCH|RB1|SPI1|TESK1|TNNI3|TP53|UCHL1|YWHAG|CAMK1|BHLHE40|ADAM15|BANF1|DNAJA3|MVP|HIPK3|WWP2|CD300A|KDM1A|SH3BP4|CNRIP1|WWTR1|GPSM1|TINF2|PDCD4|STK39|LEF1|DACT1|RASIP1|ERBIN|HEG1|NT5DC2|PSME3IP1|GLIS2|ATP5IF1|COMMD7|SIK1|CRB2,-5.4,Var1
GO Biological Processes,19,GO:0048568,embryonic organ development,19_GO:0032502 developmental process,-7.5,2.4,6.4,30284,454,1307,47,3.6,0.52,655|1050|1051|1906|1956|1969|2260|2263|2295|2323|2535|2624|3280|3516|3791|4088|4208|4435|4646|4669|4851|4853|5155|5156|6926|7003|7048|7157|7289|7942|9394|9423|10413|10653|22846|25861|28514|51176|51294|54345|64321|113026|128344|204851|286204|347733|388389,BMP7|CEBPA|CEBPB|EDN1|EGFR|EPHA2|FGFR1|FGFR2|FOXF2|FLT3LG|FZD2|GATA2|HES1|RBPJ|KDR|SMAD3|MEF2C|CITED1|MYO6|NAGLU|NOTCH1|NOTCH2|PDGFB|PDGFRA|TBX3|TEAD1|TGFBR2|TP53|TULP3|TFEB|HS6ST1|NTN1|YAP1|SPINT2|VASH1|WHRN|DLL1|LEF1|PCDH12|SOX18|SOX17|PLCD3|CIMAP3|HIPK1|CRB2|TUBB2B|DNAAF19,-5.4,Var1
GO Biological Processes,19,GO:0045859,regulation of protein kinase activity,19_GO:0050789 regulation of biological process,-7.4,2.6,6.5,30284,369,1307,41,3.1,0.48,595|808|896|1032|1436|1906|1956|2064|2246|2260|3265|4294|4296|4739|5155|5478|5583|5606|5871|5925|7016|7345|7532|8536|8795|8826|8941|9093|9770|9961|10114|10961|11314|22924|23328|25937|27250|54922|57493|57826|146850,CCND1|CALM3|CCND3|CDKN2D|CSF1R|EDN1|EGFR|ERBB2|FGF1|FGFR1|HRAS|MAP3K10|MAP3K11|NEDD9|PDGFB|PPIA|PRKCH|MAP2K3|MAP4K2|RB1|TESK1|UCHL1|YWHAG|CAMK1|TNFRSF10B|IQGAP1|CDK5R2|DNAJA3|RASSF2|MVP|HIPK3|ERP29|CD300A|MAPRE3|SASH1|WWTR1|PDCD4|RASIP1|HEG1|RAP2C|PIK3R6,-5.3,Var1
GO Biological Processes,19,GO:0032970,regulation of actin filament-based process,19_GO:0050789 regulation of biological process,-7.4,2.5,6.4,30284,398,1307,43,3.3,0.49,88|391|822|1436|1906|2039|3265|3636|3925|4088|4739|5156|5829|5881|6422|6522|6709|6781|7016|7082|7111|8936|9168|10458|11013|11151|22899|23189|23433|25791|26084|27289|50848|51466|55114|55604|57704|64411|81553|84952|85366|85415|114822,ACTN2|RHOG|CAPG|CSF1R|EDN1|DMTN|HRAS|INPPL1|STMN1|SMAD3|NEDD9|PDGFRA|PXN|RAC3|SFRP1|SLC4A2|SPTAN1|STC1|TESK1|TJP1|TMOD1|WASF1|TMSB10|BAIAP2|TMSB15A|CORO1A|ARHGEF15|KANK1|RHOQ|NGEF|ARHGEF26|RND1|F11R|EVL|ARHGAP17|CARMIL1|GBA2|ARAP3|CYRIA|CGNL1|MYLK2|RHPN2|RHPN1,-5.3,Var1
GO Biological Processes,19,GO:0035850,epithelial cell differentiation involved in kidney development,19_GO:0032502 developmental process,-7.4,7.3,8.3,30284,38,1307,12,0.92,0.26,271|947|1906|1910|2828|4208|4851|4853|5155|8826|10409|28999,AMPD2|CD34|EDN1|EDNRB|GPR4|MEF2C|NOTCH1|NOTCH2|PDGFB|IQGAP1|BASP1|KLF15,-5.3,Var1
GO Cellular Components,20,GO:0019866,organelle inner membrane,,-7.4,2.2,6.2,30284,561,1307,54,4.1,0.55,211|498|509|514|666|740|1347|1348|1376|1593|2232|4088|4714|4715|4720|4725|5138|5625|5832|6392|7351|7384|9551|10204|10651|10730|23464|26092|26284|28958|29796|51079|51081|51116|51649|54460|54539|54902|58472|60558|64756|64949|65993|80219|81855|84275|84545|113829|115286|124995|128308|151188|389203|100131801,ALAS1|ATP5F1A|ATP5F1C|ATP5F1E|BOK|MRPL49|COX7A2|COX7A2P2|CPT2|CYP27A1|FDXR|SMAD3|NDUFB8|NDUFB9|NDUFS2|NDUFS5|PDE2A|PRODH|ALDH18A1|SDHD|UCP2|UQCRC1|ATP5MF|NUTF2|MTX2|YME1L1|GCAT|TOR1AIP1|ERAL1|COA3|UQCR10|NDUFA13|MRPS7|MRPS2|MRPS23|MRPS21|NDUFB11|TTC19|SQOR|GUF1|ATPAF1|MRPS26|MRPS34|COQ10B|SFXN3|SLC25A33|MRPL43|SLC35A4|SLC25A26|MRPL10|MRPL55|ARL6IP6|SMIM20|PET100,-5.3,Var1
GO Biological Processes,19,GO:0050807,regulation of synapse organization,19_GO:0050789 regulation of biological process,-7.4,2.7,6.5,30284,315,1307,37,2.8,0.46,41|391|816|1020|1627|1793|1949|2239|2260|3706|4131|4208|4738|4739|4761|5802|5881|7476|7779|7846|8321|8536|9040|9423|10458|10672|22899|25791|51225|51517|55752|57142|57633|79012|81609|115703|203068,ASIC1|RHOG|CAMK2B|CDK5|DBN1|DOCK1|EFNB3|GPC4|FGFR1|ITPKA|MAP1B|MEF2C|NEDD8|NEDD9|NEUROD2|PTPRS|RAC3|WNT7A|SLC30A1|TUBA1A|FZD1|CAMK1|UBE2M|NTN1|BAIAP2|GNA13|ARHGEF15|NGEF|ABI3|NCKIPSD|SEPTIN11|RTN4|LRRN1|CAMKV|SNX27|ARHGAP33|TUBB,-5.3,Var1
GO Biological Processes,19,GO:0072006,nephron development,19_GO:0032502 developmental process,-7.4,3.8,7,30284,141,1307,23,1.8,0.36,271|285|655|947|1497|1906|1910|2246|2828|3280|3911|4208|4435|4851|4853|5155|5156|7010|8826|10409|25937|28514|28999,AMPD2|ANGPT2|BMP7|CD34|CTNS|EDN1|EDNRB|FGF1|GPR4|HES1|LAMA5|MEF2C|CITED1|NOTCH1|NOTCH2|PDGFB|PDGFRA|TEK|IQGAP1|BASP1|WWTR1|DLL1|KLF15,-5.3,Var1
GO Biological Processes,19,GO:0006753,nucleoside phosphate metabolic process,19_GO:0009987 cellular process,-7.4,2.2,6.2,30284,578,1307,55,4.2,0.56,107|271|498|509|514|669|954|978|1497|1716|1743|1890|1969|2026|2232|2639|3099|3704|4191|4714|4715|4720|4725|4830|4913|5138|5224|5226|6392|7084|7086|7351|7374|8801|9414|9551|9563|9605|10840|11164|11332|23433|25939|27233|50808|51079|51144|51292|51703|54539|64087|84532|91373|113278|115024,ADCY1|AMPD2|ATP5F1A|ATP5F1C|ATP5F1E|BPGM|ENTPD2|CDA|CTNS|DGUOK|DLST|TYMP|EPHA2|ENO2|FDXR|GCDH|HK2|ITPA|MDH2|NDUFB8|NDUFB9|NDUFS2|NDUFS5|NME1|NTHL1|PDE2A|PGAM2|PGD|SDHD|TK2|TKT|UCP2|UNG|SUCLG2|TJP2|ATP5MF|H6PD|VPS9D1|ALDH1L1|NUDT5|ACOT7|RHOQ|SAMHD1|SULT1C4|AK3|NDUFA13|HSD17B12|GMPR2|ACSL5|NDUFB11|MCCC2|ACSS1|UAP1L1|SLC52A3|NT5C3B,-5.3,Var1
GO Cellular Components,20,GO:0098793,presynapse,,-7.4,2.1,6.2,30284,640,1307,59,4.5,0.57,41|107|135|320|321|534|808|1020|1183|1742|1949|2064|2596|2852|2913|3764|3766|5028|5127|5138|5582|5802|5864|6146|6511|6804|6814|6860|6861|7476|7532|8773|8941|9040|9143|9145|9296|9342|9892|10458|10750|26047|28964|28988|51560|55964|57863|64601|79641|81565|81611|84446|84937|84966|85439|112476|112755|140730|192683,ASIC1|ADCY1|ADORA2A|APBA1|APBA2|ATP6V1G2|CALM3|CDK5|CLCN4|DLG4|EFNB3|ERBB2|GAP43|GPER1|GRM3|KCNJ8|KCNJ10|P2RY1|CDK16|PDE2A|PRKCG|PTPRS|RAB3A|RPL22|SLC1A6|STX1A|STXBP3|SYT4|SYT5|WNT7A|YWHAG|SNAP23|CDK5R2|UBE2M|SYNGR3|SYNGR1|ATP6V1F|SNAP29|SNAP91|BAIAP2|GRAP|CNTNAP2|GIT1|DBNL|RAB6B|SEPTIN3|CADM3|VPS16|ROGDI|NDEL1|ANP32E|BRSK1|ZNRF1|IGSF21|STON2|PRRT2|STX1B|RIMS4|SCAMP5,-5.3,Var1
GO Biological Processes,19,GO:0007423,sensory organ development,19_GO:0032502 developmental process,-7.4,2.2,6.2,30284,609,1307,57,4.4,0.56,94|655|658|1050|1497|1641|1906|1956|1969|2260|2263|2295|2535|2624|2782|3208|3280|3516|3791|3985|4088|4646|4669|4761|4774|4851|4853|5156|6658|6659|6926|7048|7101|7111|7275|7289|7476|8322|9261|9314|9423|10312|10461|11145|22882|22899|22901|25861|27319|28514|51176|56999|57381|60436|128637|204851|286204,ACVRL1|BMP7|BMPR1B|CEBPA|CTNS|DCX|EDN1|EGFR|EPHA2|FGFR1|FGFR2|FOXF2|FZD2|GATA2|GNB1|HPCA|HES1|RBPJ|KDR|LIMK2|SMAD3|MYO6|NAGLU|NEUROD2|NFIA|NOTCH1|NOTCH2|PDGFRA|SOX3|SOX4|TBX3|TGFBR2|NR2E1|TMOD1|TUB|TULP3|WNT7A|FZD4|MAPKAPK2|KLF4|NTN1|TCIRG1|MERTK|PLAAT3|ZHX2|ARHGEF15|ARSG|WHRN|BHLHE22|DLL1|LEF1|ADAMTS9|RHOJ|TGIF2|TBC1D20|HIPK1|CRB2,-5.3,Var1
GO Biological Processes,19,GO:0010976,positive regulation of neuron projection development,19_GO:0032502 developmental process,-7.3,3.5,6.9,30284,165,1307,25,1.9,0.38,322|655|816|1627|1809|2056|2242|2260|2281|3706|4780|5365|5526|7779|8321|8507|8536|8578|9638|10300|10458|11075|23028|51517|347733,APBB1|BMP7|CAMK2B|DBN1|DPYSL3|EPO|FES|FGFR1|FKBP1B|ITPKA|NFE2L2|PLXNB3|PPP2R5B|SLC30A1|FZD1|ENC1|CAMK1|SCARF1|FEZ1|KATNB1|BAIAP2|STMN2|KDM1A|NCKIPSD|TUBB2B,-5.2,Var1
GO Molecular Functions,21,GO:0030695,GTPase regulator activity,,-7.3,2.3,6.3,30284,489,1307,49,3.7,0.53,216|394|1793|1933|2874|4650|5364|5662|5905|5910|5996|6001|6242|6494|8826|9093|9138|9459|9467|9605|9754|10188|10276|10672|10900|10928|11069|22899|23677|25771|25791|26084|26086|28956|28964|54453|55114|57514|57533|57568|57572|57636|63940|83667|85360|115557|115703|116988|128637,ALDH1A1|ARHGAP5|DOCK1|EEF1B2|GPS2|MYO9B|PLXNB1|PSD|RANGAP1|RAP1GDS1|RGS1|RGS10|RTKN|SIPA1|IQGAP1|DNAJA3|ARHGEF1|ARHGEF6|SH3BP5|VPS9D1|STARD8|TNK2|NET1|GNA13|RUNDC3A|RALBP1|RAPGEF4|ARHGEF15|SH3BP4|TBC1D22A|NGEF|ARHGEF26|GPSM1|LAMTOR2|GIT1|RIN2|ARHGAP17|ARHGAP31|TBC1D14|SIPA1L2|DOCK6|ARHGAP23|GPSM3|SESN2|SYDE1|ARHGEF25|ARHGAP33|AGAP3|TBC1D20,-5.2,Var1
GO Biological Processes,19,GO:0009117,nucleotide metabolic process,19_GO:0009987 cellular process,-7.3,2.4,6.3,30284,431,1307,45,3.4,0.5,107|271|498|509|514|669|978|1497|1716|1890|1969|2026|2232|3099|3704|4191|4714|4715|4720|4725|4830|4913|5138|5224|5226|6392|7084|7086|7351|7374|9414|9551|9563|9605|10840|11164|23433|25939|27233|50808|51079|51292|54539|113278|115024,ADCY1|AMPD2|ATP5F1A|ATP5F1C|ATP5F1E|BPGM|CDA|CTNS|DGUOK|TYMP|EPHA2|ENO2|FDXR|HK2|ITPA|MDH2|NDUFB8|NDUFB9|NDUFS2|NDUFS5|NME1|NTHL1|PDE2A|PGAM2|PGD|SDHD|TK2|TKT|UCP2|UNG|TJP2|ATP5MF|H6PD|VPS9D1|ALDH1L1|NUDT5|RHOQ|SAMHD1|SULT1C4|AK3|NDUFA13|GMPR2|NDUFB11|SLC52A3|NT5C3B,-5.2,Var1
GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-7.3,2.4,6.3,30284,431,1307,45,3.4,0.5,1050|1435|1436|1956|1969|2050|2056|2064|2260|2263|2840|3455|3459|3566|3588|3597|3665|3791|3977|4851|4939|4940|5155|5156|6688|6772|6777|7010|7075|7133|7157|7297|8322|9180|9413|10413|10461|11277|27347|54838|55198|57007|79602|149951|201292,CEBPA|CSF1|CSF1R|EGFR|EPHA2|EPHB4|EPO|ERBB2|FGFR1|FGFR2|GPR17|IFNAR2|IFNGR1|IL4R|IL10RB|IL13RA1|IRF7|KDR|LIFR|NOTCH1|OAS2|OAS3|PDGFB|PDGFRA|SPI1|STAT1|STAT5B|TEK|TIE1|TNFRSF1B|TP53|TYK2|FZD4|OSMR|ENTREP1|YAP1|MERTK|TREX1|STK39|WBP1L|APPL2|ACKR3|ADIPOR2|COMMD7|TRIM65,-5.2,Var1
GO Molecular Functions,21,GO:0060589,nucleoside-triphosphatase regulator activity,,-7.3,2.3,6.2,30284,490,1307,49,3.7,0.53,216|394|1793|1933|2874|4650|5364|5662|5905|5910|5996|6001|6242|6494|8826|9093|9138|9459|9467|9605|9754|10188|10276|10672|10900|10928|11069|22899|23677|25771|25791|26084|26086|28956|28964|54453|55114|57514|57533|57568|57572|57636|63940|83667|85360|115557|115703|116988|128637,ALDH1A1|ARHGAP5|DOCK1|EEF1B2|GPS2|MYO9B|PLXNB1|PSD|RANGAP1|RAP1GDS1|RGS1|RGS10|RTKN|SIPA1|IQGAP1|DNAJA3|ARHGEF1|ARHGEF6|SH3BP5|VPS9D1|STARD8|TNK2|NET1|GNA13|RUNDC3A|RALBP1|RAPGEF4|ARHGEF15|SH3BP4|TBC1D22A|NGEF|ARHGEF26|GPSM1|LAMTOR2|GIT1|RIN2|ARHGAP17|ARHGAP31|TBC1D14|SIPA1L2|DOCK6|ARHGAP23|GPSM3|SESN2|SYDE1|ARHGEF25|ARHGAP33|AGAP3|TBC1D20,-5.2,Var1
GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0032502 developmental process,-7.3,2.6,6.4,30284,360,1307,40,3.1,0.48,604|865|1050|1435|1436|2064|2323|2355|2629|2874|3428|3516|3566|4066|4242|4669|4853|5138|5532|6146|6659|6688|6777|6929|7048|7157|7351|8325|8503|9093|10014|10312|10461|25793|28514|29781|51043|51176|54567|441478,BCL6|CBFB|CEBPA|CSF1|CSF1R|ERBB2|FLT3LG|FOSL2|GBA1|GPS2|IFI16|RBPJ|IL4R|LYL1|MFNG|NAGLU|NOTCH2|PDE2A|PPP3CB|RPL22|SOX4|SPI1|STAT5B|TCF3|TGFBR2|TP53|UCP2|FZD8|PIK3R3|DNAJA3|HDAC5|TCIRG1|MERTK|FBXO7|DLL1|NCAPH2|ZBTB7B|LEF1|DLL4|NRARP,-5.2,Var1
GO Biological Processes,19,GO:0034330,cell junction organization,19_GO:0009987 cellular process,-7.3,2.2,6.2,30284,566,1307,54,4.1,0.55,88|718|831|1004|1020|1436|1742|2064|2239|3691|3706|3764|3897|3911|4088|4092|4131|4137|4774|5364|5365|5802|5864|5881|7082|7145|7476|7846|8321|8777|8936|9071|9093|9118|9362|9414|11079|23129|25861|28988|51225|51599|55638|55679|55901|57493|57662|80139|84885|84966|124925|140689|140730|204851,ACTN2|C3|CAST|CDH6|CDK5|CSF1R|DLG4|ERBB2|GPC4|ITGB4|ITPKA|KCNJ8|L1CAM|LAMA5|SMAD3|SMAD7|MAP1B|MAPT|NFIA|PLXNB1|PLXNB3|PTPRS|RAB3A|RAC3|TJP1|TNS1|WNT7A|TUBA1A|FZD1|MPDZ|WASF1|CLDN10|DNAJA3|INA|CPNE6|TJP2|RER1|PLXND1|WHRN|DBNL|ABI3|LSR|SYBU|LIMS2|THSD1|HEG1|CAMSAP3|ZNF703|ZDHHC12|IGSF21|SEZ6|CBLN4|RIMS4|HIPK1,-5.2,Var1
GO Cellular Components,20,GO:0005743,mitochondrial inner membrane,,-7.3,2.3,6.2,30284,506,1307,50,3.8,0.53,211|498|509|514|666|740|1347|1348|1376|1593|2232|4714|4715|4720|4725|5138|5625|5832|6392|7351|7384|9551|10651|10730|23464|26284|28958|29796|51079|51081|51116|51649|54460|54539|54902|58472|60558|64756|64949|65993|80219|81855|84275|84545|113829|115286|124995|128308|389203|100131801,ALAS1|ATP5F1A|ATP5F1C|ATP5F1E|BOK|MRPL49|COX7A2|COX7A2P2|CPT2|CYP27A1|FDXR|NDUFB8|NDUFB9|NDUFS2|NDUFS5|PDE2A|PRODH|ALDH18A1|SDHD|UCP2|UQCRC1|ATP5MF|MTX2|YME1L1|GCAT|ERAL1|COA3|UQCR10|NDUFA13|MRPS7|MRPS2|MRPS23|MRPS21|NDUFB11|TTC19|SQOR|GUF1|ATPAF1|MRPS26|MRPS34|COQ10B|SFXN3|SLC25A33|MRPL43|SLC35A4|SLC25A26|MRPL10|MRPL55|SMIM20|PET100,-5.2,Var1
GO Biological Processes,19,GO:0003279,cardiac septum development,19_GO:0032502 developmental process,-7.3,4.2,7.1,30284,111,1307,20,1.5,0.34,655|2263|2535|3280|3516|3764|4091|4092|4846|4851|4853|5138|6659|6926|7048|7157|8321|8543|23129|57493,BMP7|FGFR2|FZD2|HES1|RBPJ|KCNJ8|SMAD6|SMAD7|NOS3|NOTCH1|NOTCH2|PDE2A|SOX4|TBX3|TGFBR2|TP53|FZD1|LMO4|PLXND1|HEG1,-5.2,Var1
GO Biological Processes,19,GO:0036006,cellular response to macrophage colony-stimulating factor stimulus,19_GO:0050896 response to stimulus,-7.2,5.9,7.7,30284,55,1307,14,1.1,0.28,1435|1436|1956|1969|2050|2064|2260|2263|3791|5138|5156|7010|7075|10461,CSF1|CSF1R|EGFR|EPHA2|EPHB4|ERBB2|FGFR1|FGFR2|KDR|PDE2A|PDGFRA|TEK|TIE1|MERTK,-5.2,Var1
GO Biological Processes,19,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway,19_GO:0050896 response to stimulus,-7.2,3.3,6.7,30284,191,1307,27,2.1,0.39,91|94|655|658|3280|3625|3693|4088|4091|4092|4435|4774|4853|5371|5829|6422|7048|7157|23111|25805|25937|27250|30001|51176|55198|55512|60436,ACVR1B|ACVRL1|BMP7|BMPR1B|HES1|INHBB|ITGB5|SMAD3|SMAD6|SMAD7|CITED1|NFIA|NOTCH2|PML|PXN|SFRP1|TGFBR2|TP53|SPART|BAMBI|WWTR1|PDCD4|ERO1A|LEF1|APPL2|SMPD3|TGIF2,-5.2,Var1
GO Biological Processes,19,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,19_GO:0050896 response to stimulus,-7.2,3.4,6.7,30284,179,1307,26,2,0.39,91|94|655|658|3280|3625|3693|4088|4091|4092|4435|4774|4853|5371|5829|6422|7048|7157|23111|25805|27250|30001|51176|55198|55512|60436,ACVR1B|ACVRL1|BMP7|BMPR1B|HES1|INHBB|ITGB5|SMAD3|SMAD6|SMAD7|CITED1|NFIA|NOTCH2|PML|PXN|SFRP1|TGFBR2|TP53|SPART|BAMBI|PDCD4|ERO1A|LEF1|APPL2|SMPD3|TGIF2,-5.2,Var1
GO Molecular Functions,21,GO:0003712,transcription coregulator activity,,-7.2,2.3,6.2,30284,524,1307,51,3.9,0.54,88|166|322|328|595|708|865|2113|2874|3275|4004|4092|4294|4435|4664|4665|4851|5371|5925|6598|6760|6867|6878|6907|7088|7508|8543|8861|9079|9219|9425|10084|10409|10413|10524|23028|23543|25937|51147|51412|55122|55274|55818|57826|63976|84193|84441|92140|167465|200186|400569,ACTN2|TLE5|APBB1|APEX1|CCND1|C1QBP|CBFB|ETS1|GPS2|PRMT2|LMO1|SMAD7|MAP3K10|CITED1|NAB1|NAB2|NOTCH1|PML|RB1|SMARCB1|SS18|TACC1|TAF6|TBL1X|TLE1|XPC|LMO4|LDB1|LDB2|MTA2|CDYL|PQBP1|BASP1|YAP1|KAT5|KDM1A|RBFOX2|WWTR1|ING4|ACTL6B|AKIRIN2|PHF10|KDM3A|RAP2C|PRDM16|SETD3|MAML2|MTDH|ZNF366|CRTC2|MED11,-5.1,Var1
GO Biological Processes,19,GO:0061138,morphogenesis of a branching epithelium,19_GO:0032502 developmental process,-7.2,3.4,6.8,30284,168,1307,25,1.9,0.38,655|1435|1906|1969|2246|2260|2263|3791|3911|4435|4851|4855|5371|6422|6926|7048|7075|10413|10653|10672|23129|51176|54567|54922|441478,BMP7|CSF1|EDN1|EPHA2|FGF1|FGFR1|FGFR2|KDR|LAMA5|CITED1|NOTCH1|NOTCH4|PML|SFRP1|TBX3|TGFBR2|TIE1|YAP1|SPINT2|GNA13|PLXND1|LEF1|DLL4|RASIP1|NRARP,-5.1,Var1
GO Biological Processes,19,GO:0071900,regulation of protein serine/threonine kinase activity,19_GO:0050789 regulation of biological process,-7.1,3.1,6.6,30284,217,1307,29,2.2,0.41,595|808|896|1032|1906|1956|2064|2246|2260|3265|4294|4296|5155|5583|5871|5925|7016|7345|8536|8941|10114|10961|11314|22924|23328|27250|54922|57493|146850,CCND1|CALM3|CCND3|CDKN2D|EDN1|EGFR|ERBB2|FGF1|FGFR1|HRAS|MAP3K10|MAP3K11|PDGFB|PRKCH|MAP4K2|RB1|TESK1|UCHL1|CAMK1|CDK5R2|HIPK3|ERP29|CD300A|MAPRE3|SASH1|PDCD4|RASIP1|HEG1|PIK3R6,-5.1,Var1
GO Cellular Components,20,GO:0005635,nuclear envelope,,-7.1,2.3,6.1,30284,496,1307,49,3.7,0.53,311|595|666|1910|1956|2781|2852|3691|4088|4646|4864|5371|5905|6720|6804|7514|7779|8815|9551|9688|9961|10204|11145|11277|11322|23190|23588|26092|51649|51750|54863|55326|55914|56894|56965|57142|57462|64215|79641|85450|92140|113278|123920|124491|128637|151188|169714|201161|203068,ANXA11|CCND1|BOK|EDNRB|EGFR|GNAZ|GPER1|ITGB4|SMAD3|MYO6|NPC1|PML|RANGAP1|SREBF1|STX1A|XPO1|SLC30A1|BANF1|ATP5MF|NUP93|MVP|NUTF2|PLAAT3|TREX1|TMC6|UBXN4|KLHDC2|TOR1AIP1|MRPS23|RTEL1|TOR4A|AGPAT5|ERBIN|AGPAT3|PARP6|RTN4|MYORG|DNAJC1|ROGDI|ITPRIP|MTDH|SLC52A3|CMTM3|TMEM170A|TBC1D20|ARL6IP6|QSOX2|CENPV|TUBB,-5.1,Var1
GO Biological Processes,19,GO:0050679,positive regulation of epithelial cell proliferation,19_GO:0048518 positive regulation of biological process,-7.1,3.1,6.6,30284,218,1307,29,2.2,0.41,94|595|1893|1956|2064|2246|2260|2263|2624|2683|3162|3265|3339|3516|3791|4830|4851|4853|5155|5365|6422|7010|7476|10413|25865|57142|57608|80139|441478,ACVRL1|CCND1|ECM1|EGFR|ERBB2|FGF1|FGFR1|FGFR2|GATA2|B4GALT1|HMOX1|HRAS|HSPG2|RBPJ|KDR|NME1|NOTCH1|NOTCH2|PDGFB|PLXNB3|SFRP1|TEK|WNT7A|YAP1|PRKD2|RTN4|JCAD|ZNF703|NRARP,-5.1,Var1
GO Biological Processes,19,GO:0035924,cellular response to vascular endothelial growth factor stimulus,19_GO:0050896 response to stimulus,-7.1,4.5,7.1,30284,93,1307,18,1.4,0.32,1436|1956|1969|2050|2064|2260|2263|2549|3791|4851|5156|5606|7010|7075|9261|10461|25865|54567,CSF1R|EGFR|EPHA2|EPHB4|ERBB2|FGFR1|FGFR2|GAB1|KDR|NOTCH1|PDGFRA|MAP2K3|TEK|TIE1|MAPKAPK2|MERTK|PRKD2|DLL4,-5.1,Var1
